,source,reference,translation,metric
8127,"Město s 19 000 obyvateli sestává z dřevěných domečků obehnaných bambusovými ploty, střechami z vlněných plechů v odstínech šedé a rezavé barvy.","Town with 19 000 inhabitants consists of wooden houses gated bamboo fences, roofs made of woolen sheets in shades of gray and rusty colors.","The town of some 19,000 people consists of wooden houses ringed by bamboo fencing, corrugated iron roofs transformed by rust into varying tawny shades.",-0.5671941637992859
8128,"My jen potřebujeme tým, který bude ve vládě pracovat pro lidi, ne pro svoje partaje nebo resorty.","We just need a team that will be in the government working for the people, not for their party or resorts.","We just need a team in government that will work for the people, not for their parties or departments.",0.3213845491409302
8129,Příčina jeho vzniku zatím není známa.,The cause of its occurrence is not yet known.,The cause of the outbreak is not yet known.,0.6122949719429016
8130,"Počet příchozích však loni vzrostl jen o 3,8 procenta a zhruba 80 procent turistů do Číny přišlo z Hongkongu, Macaa a Tchaj-wanu.","The number of arrivals last year rose only about 3.8 percent and about 80 percent of tourists to China came from hong Kong, Macao and Taiwan.","However, the number of visitors grew by only 3.8 percent last year, and about 80 percent China's tourists came from Hong Kong, Macao and Taiwan.",0.0872835740447044
8131,"Využili jsme návštěvy mé sestřenice a vzali jsme děti do Central Parku na největšího kolotoč, který provozuje newyorské oddělení parků - za své tři dolary nenajdete lepší využití, pokud tedy nepotřebujete kofein.","We took advantage of the visit my cousin and we took the kids to Central Park for the largest carousel, which operates the new york parks department - for your three dollars you will not find a better use, unless you need the caffeine.","While my cousin was in town, we took our kids to the carousel in Central Park, the biggest of the carousels run by the New York parks department, and the best three bucks you can spend in the city if you don't require caffeine.",0.0725395008921623
8132,"Nachází se v prvním patře chytré terasy Queen Anne - a je názornou ukázkou moderního designu, který využívá na maximum dostupný prostor.","Located on the first floor of a smart terrace of Queen Anne - and is a vivid example of modern design, which uses the maximum available space.",It is on the first floor of a smart Queen Anne terrace - and it is a testament to the new design that Joanne hasn't packed her bags and sold on.,-0.2658908665180206
8133,Hromadná doprava na tomto místě nefunguje.,Public transport at this place does not work.,There is no public transport.,-0.4752847850322723
8134,"„Anglické povstání ve skutečnosti začalo v této oblasti a napadlo mě, že vzpoura je dobrým výchozím bodem.","""The English rebellion actually started in this area and it occurred to me that the revolt is a good starting point.","""The Peasants' Revolt started in that area and I thought, a riot is a good place to start.",0.476588636636734
8135,"Velmi znepokojující je ovšem fakt, že mnoho robotů má vlastní „osobnost“, která by zahanbila i Stepfordskou paničku.","Very disturbing however, is the fact that many of the robots has its own ""personality"", which would have disgraced even a Stepford wife.","But it gets even more disturbing, with many of the robots possessing ""personalities"" that would make a Stepford Wife look progressive.",-0.0636494010686874
8136,Trumpův nový náčelník štábu plánuje omezit prezidentovu mediální dietu,"Trump's new chief of staff, plans to limit the president's media diet",Trump's new chief of staff plans to restrict the president's media diet.,-0.0864213332533836
8137,Deset kusů sladkých brambor stojí jen 10 000 indonéských rupií (75 centů).,Ten pieces of sweet potatoes costs only 10 000 indonesian rupees (75 cents).,"Ten pieces of nota cost only 10,000 Indonesian rupiah (75 cents).",0.5348879098892212
8138,Peking kvůli vízové politice přichází o miliardy.,Beijing due to visa policy comes about billion.,Beijing is losing billions because of the national visa policies.,0.0083447843790054
8139,„V současné době již byla dokončena část kritérií nového plánu a RUSADA již získala právo k plánování a testování ve spolupráci s Britskou antidopingovou agenturou (UKAD).,"""At the present time was already completed part of the criteria of the new plan and RUSADA have already won the right to planning and testing in collaboration with the British anti-doping agency (STOLE).","""A certain stage of fulfilling the road map criteria has been carried out, RUSADA obtained the right to plan and test in cooperation with UKAD (UK Anti-Doping).",0.0873628705739975
8140,"Čína se pouze nechová tak, jak by si americký prezident přál.",China is only acting as the us president wished.,China is just not behaving in the way the American president would like.,-0.8667868375778198
8141,Rascona tentokrát klade důraz na správné vyslovení slova na N.,Rascona this time puts the emphasis on the right pronouncing words at N.,"This time, when Rascona says the N-word, it's sharp and emphatic.",0.4711818397045135
8142,"""Po ukončení zakázky bude zveřejněna úplná písemná zpráva, ovšem v průběhu trvání zakázky se nemůžeme k jejímu průběhu vyjadřovat,"" uvedl pro Dotyk.cz mediální zástupce agentury Štěpán Dlouhý.","""After the termination of the contract will be published a full written report, but in the course of the contract we can't to her during the express,"" said for Touch.cz media representative of the agency Stepan Long.","""A full written report will be published after the completion of the contract, but during the term of the contract we can not express our opinion about it,"" said Štěpán Dlouhý, media agent for Dotyk.cz.",0.1081611216068267
8143,Vzestup sexuálních robotů je alarmující hned z několika důvodů - mezi něž nepatří záměna za skutečné mezilidské vztahy. Znepokojující jsou spíše podřadné ženské charakterové rysy a násilné narážky - např. frigidní (čti vzdorující) Farrah.,The rise of sex robots is alarming for several reasons - among which not a substitution for real interpersonal relationships. Disturbing are rather inferior female traits and violent cues - e.g. a frigid (read: defiant) Farrah.,"There are many disturbing aspects to the rise of sex robots - not least of which is the replacement of real, human relationships - but the subservient female traits, the rapey connotations of making a move on Frigid (read: resistant) Farrah, are the most concerning.",0.2076544165611267
8144,"„Materiál je velmi důležitý, protože se jej dotýkáte a vytváříte si emocionální pouto s domovem,“ dodal Erfan.","""The material is very important, because it is touching and creates an emotional connection with home,"" said Erfan.","""The materials are the things that you touch and therefore help to create an emotional bond in a home,"" says Erfan.",0.1582797169685363
8145,"„Mezi námi však nemůže vzniknout vztah, pokud si nevyslechnete, čím jsem musela projít.“","""Between us however can't have a relationship, if you listen to what I had to go through.""","""But I can't build a relationship with you, if you won't hear me, or hear what I've been through.""",0.5742965340614319
